"occurrenceID"	"basisOfRecord"	"institutionCode"	"collectionCode"	"catalogNumber"	"voucherNONDWC"	"tipoNONDWC"	"language"	"institutionID"	"collectionID"	"ID.del.conjunto.de.datos.NONDWC"	"Nombre.del.conjunto.de.datos.NONDWC"	"Comentarios.del.registro.biologico.NONDWC"	"Numero.de.registro.NONDWC"	"recordedBy"	"individualCount"	"sex"	"lifeStage"	"preparations"	"otherCatalogNumbers"	"samplingProtocol"	"eventDate"	"Hora.del.evento.NONDWC"	"verbatimEventDate"	"Habitat.NONDWC"	"Numero.de.campo.NONDWC"	"Comentarios.del.evento.NONDWC"	"ID.de.la.ubicacion.NONDWC"	"higherGeography"	"Continente.NONDWC"	"Cuerpo.de.agua.NONDWC"	"country"	"countryCode"	"Subcuenca.NONDWC"	"stateProvince"	"county"	"Centro.poblado...NONDWC"	"locality"	"verbatimLocality"	"verbatimElevation"	"Elevacion.Minima.NONDWC"	"Elevacion.Maxima.NONDWC"	"Profundidad.original.NONDWC"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"SRS.original.NONDWC"	"decimalLatitude"	"decimalLongitude"	"Datum.NONDWC"	"Incertidumbre.coordenadas.NONDWC"	"Identificado.por.NONDWC"	"Fecha.georreferenciacion.NONDWC"	"Protocolo.de.georreferenciacion.NONDWC"	"Fuentes.de.georreferenciacion.NONDWC"	"Comentarios.georreferenciacion.NONDWC"	"Error.georreferenciacion.NONDWC"	"identifiedBy"	"dateIdentified"	"identificationQualifier"	"Nombre.original.NONDWC"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"specificEpithet"	"scientificName"	"scientificNameAuthorship"	"taxonRank"	"Categoria.original.del.taxon.NONDWC"	"taxonomicStatus"	"validForOrinoco"	"threatRank"	"endemic"	"ODC"	"migratory"	"eventDateMonthYear"
"IAvH:IAvH:009605"	"Especímen preservado"	"IAvH"	"IAvH-P"	9605	"IAVH9605"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	7	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Quebrada Chichaca, vía a Sogamoso\""	"Qda. Chichaca vía a Sogamoso"	672	672	672	NA	"5 14 30.4 -72 40 10.7"	"5 14 30.4"	"72 40 10.7"	NA	NA	5.269367	-72.665481	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Chichaca (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Dolichancistrus pediculatus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Dolichancistrus"	"fuesslii"	"Dolichancistrus fuesslii"	"(Steindachner 1911)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009608"	"Especímen preservado"	"IAvH"	"IAvH-P"	9608	"IAVH9608"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	6	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Río Cusiana, puente El Venado en la vía entre Yopal y Pore\""	"Río Cusiana puente El Venado en la vía Yopal-pore"	305	305	305	NA	"5 0 50 -72 41 30.9"	"5 0 50"	"72 41 30.9"	NA	NA	5.012086	-72.685898	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cusiana, en el puente sobre la via (305m) (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009609"	"Especímen preservado"	"IAvH"	"IAvH-P"	9609	"IAVH9609"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Unete, en el puente de hierro de la vía a Sogamoso\""	"Río Unete en el puente de hierro de la vía a Sogamoso"	390	390	390	NA	NA	NA	NA	NA	NA	5.041403	-72.670633	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Trichomycterus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009610"	"Especímen preservado"	"IAvH"	"IAvH-P"	9610	"IAVH9610"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Quebrada Chichaca, vía a Sogamoso\""	"Qda. Chichaca vía a Sogamoso"	672	672	672	NA	"5 14 30.4 -72 40 10.7"	"5 14 30.4"	"72 40 10.7"	NA	NA	5.269367	-72.665481	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Chichaca (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Trichomycterus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"UN:ICN-MHN:009749"	"Especímen preservado"	"UN"	"ICN-MHN"	9611	"ICN9611"	"Objeto físico"	"es"	"899.999.063-3"	"Registro Nacional de Colecciones: 5"	NA	NA	NA	NA	NA	6	NA	NA	"Animal completo (ETOH)"	NA	NA	"07/01/1997"	NA	"01/07/1997"	NA	NA	"Proyecto Catfishes"	"CO:85139"	"\"América, Sudamérica, Colombia, Casanare, Maní\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Maní"	NA	"\"Sistema río Meta, río Cusiana\""	"Río Cusiana. Sistema río Meta."	162	NA	NA	NA	NA	NA	NA	NA	NA	4.650042	-72.1427	"WGS84"	NA	"Diana Carolina Angulo"	"3/13/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas se ubican sobre un punto en el río Cusiana, el cual abarca diversos municipios (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 7)\""	NA	"V Ortíz"	NA	NA	"Farlowella vittata"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Farlowella"	"vittata"	"Farlowella vittata"	"\"Myers, 1942\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"07-1997"
"IAvH:IAvH:009611"	"Especímen preservado"	"IAvH"	"IAvH-P"	9611	"IAVH9611"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Río Caja, en el puente de la vía a la vereda Jaguito\""	"Río Caja en el puente de la vía a la vereda Jaguito"	387	387	387	NA	"5 2 48.7 -72 45 16.2"	"5 2 48.7"	"72 45 16.2"	NA	NA	5.048418	-72.756954	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río la Caja en la vereda Juaguito (387m) (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Trichomycterus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009616"	"Especímen preservado"	"IAvH"	"IAvH-P"	9616	"IAVH9616"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Quebrada cerca de la entrada CPF Cupiagua en la vía a Sogamoso"	"Qda. cerca de la entrada CPF Cupiagua en la vía a Sogamoso"	440	440	440	NA	NA	NA	NA	NA	NA	5.160508	-72.552558	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera de Aguazul. No se localizó CPF Cupiagua (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Trichomycterus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009617"	"Especímen preservado"	"IAvH"	"IAvH-P"	9617	"IAVH9617"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/11/2007"	NA	"02/11/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Charte, 200 m aguas abajo del puente de la vía entre Villao y Yopal\""	"Río Charte 200 m aguas abajo del puente de la vía Villao-Yopal"	294	294	294	NA	"5 15 27.9 -72 29 14.9"	"5 15 27.9"	"72 29 14.9"	NA	NA	5.373347	-72.568161	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Charte (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Trichomycterus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009619"	"Especímen preservado"	"IAvH"	"IAvH-P"	9619	"IAVH9619"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Río Cusiana, puente El Venado en la vía entre Yopal y Pore\""	"Río Cusiana puente El Venado en la vía Yopal-pore"	305	305	305	NA	"5 0 50 -72 41 30.9"	"5 0 50"	"72 41 30.9"	NA	NA	5.012086	-72.685898	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cusiana, en el puente sobre la via (305m) (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	NA	"Crenicichla saxatilis"	"Animalia"	"Chordata"	"Actinopterygii"	"Cichliformes"	"Cichlidae"	"Crenicichla"	"geayi"	"Crenicichla geayi"	"\"Pellegrin, 1903\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
"IAvH:IAvH:009621"	"Especímen preservado"	"IAvH"	"IAvH-P"	9621	"IAVH9621"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Río Cusiana, puente El Venado en la vía entre Yopal y Pore\""	"Río Cusiana puente El Venado en la vía Yopal-pore"	305	305	305	NA	"5 0 50 -72 41 30.9"	"5 0 50"	"72 41 30.9"	NA	NA	5.012086	-72.685898	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cusiana, en el puente sobre la via (305m) (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/16/2007"	"cf. milesi"	"Chaetostoma cf. milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009631"	"Especímen preservado"	"IAvH"	"IAvH-P"	9631	"IAVH9631"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	5	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/11/2007"	NA	"02/11/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Charte, 200 m aguas abajo del puente de la vía entre Villao y Yopal\""	"Río Charte 200 m aguas abajo del puente de la vía Villao-Yopal"	294	294	294	NA	"5 15 27.9 -72 29 14.9"	"5 15 27.9"	"72 29 14.9"	NA	NA	5.373347	-72.568161	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Charte (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/17/2007"	NA	"Creagrutus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Creagrutus"	"atratus"	"Creagrutus atratus"	"\"Vari & Harold, 2001\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"Si"	"No"	"No"	"02-2007"
"IAvH:IAvH:009643"	"Especímen preservado"	"IAvH"	"IAvH-P"	9643	"IAVH9643"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/11/2007"	NA	"02/11/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Charte, 200 m aguas abajo del puente de la vía entre Villao y Yopal\""	"Río Charte 200 m aguas abajo del puente de la vía Villao-Yopal"	294	294	294	NA	"5 15 27.9 -72 29 14.9"	"5 15 27.9"	"72 29 14.9"	NA	NA	5.373347	-72.568161	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Charte (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/17/2007"	NA	"Astyanax metae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"metae"	"Astyanax metae"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
"IAvH:IAvH:009645"	"Especímen preservado"	"IAvH"	"IAvH-P"	9645	"IAVH9645"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Quebrada cerca de la entrada CPF Cupiagua en la vía a Sogamoso"	"Qda. cerca de la entrada CPF Cupiagua en la vía a Sogamoso"	440	440	440	NA	NA	NA	NA	NA	NA	5.160508	-72.552558	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera de Aguazul. No se localizó CPF Cupiagua (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/17/2007"	NA	"Astyanax metae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"metae"	"Astyanax metae"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
"IAvH:IAvH:009657"	"Especímen preservado"	"IAvH"	"IAvH-P"	9657	"IAVH9657"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	34	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Unete, en el puente de hierro de la vía a Sogamoso\""	"Río Unete en el puente de hierro de la vía a Sogamoso"	390	390	390	NA	NA	NA	NA	NA	NA	5.041403	-72.670633	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/19/2007"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
"IAvH:IAvH:009661"	"Especímen preservado"	"IAvH"	"IAvH-P"	9661	"IAVH9661"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	13	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/11/2007"	NA	"02/11/2007"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Río Charte, 200 m aguas abajo del puente de la vía entre Villao y Yopal\""	"Río Charte 200 m aguas abajo del puente de la vía Villao-Yopal"	294	294	294	NA	"5 15 27.9 -72 29 14.9"	"5 15 27.9"	"72 29 14.9"	NA	NA	5.373347	-72.568161	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Charte (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/19/2007"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
"IAvH:IAvH:009662"	"Especímen preservado"	"IAvH"	"IAvH-P"	9662	"IAVH9662"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Bogotá"	6	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2007"	NA	"02/10/2007"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Río Cusiana, puente El Venado en la vía entre Yopal y Pore\""	"Río Cusiana puente El Venado en la vía Yopal-pore"	305	305	305	NA	"5 0 50 -72 41 30.9"	"5 0 50"	"72 41 30.9"	NA	NA	5.012086	-72.685898	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cusiana, en el puente sobre la via (305m) (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"John Zamudio | Alexander Urbano-Bonilla"	"2/19/2007"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2007"
